"Date/Time,""Lat"",""Lon"",""Base"""
"7/1/2014 7:13:00,40.743,-73.9794,""B02512"""
"7/1/2014 7:13:00,40.7259,-74.0083,""B02512"""
"7/1/2014 7:17:00,40.7266,-73.9833,""B02512"""
"7/1/2014 7:18:00,40.7502,-73.9738,""B02512"""
"7/1/2014 7:19:00,40.6471,-73.7887,""B02512"""
"7/1/2014 7:20:00,40.7531,-73.9749,""B02512"""
"7/1/2014 7:24:00,40.7715,-73.9486,""B02512"""
"7/1/2014 7:24:00,40.7204,-73.9945,""B02512"""
"7/1/2014 7:26:00,40.7777,-73.9885,""B02512"""
"7/1/2014 7:27:00,40.7024,-74.0127,""B02512"""
"7/1/2014 7:27:00,40.717,-74.0119,""B02512"""
"7/1/2014 7:28:00,40.7897,-73.9793,""B02512"""
"7/1/2014 7:30:00,40.7369,-73.9888,""B02512"""
"7/1/2014 7:33:00,40.7844,-73.9553,""B02512"""
"7/1/2014 7:33:00,40.6814,-74.0082,""B02512"""
"7/1/2014 7:33:00,40.8527,-74.012,""B02512"""
"7/1/2014 7:34:00,40.7438,-73.9888,""B02512"""
"7/1/2014 7:34:00,40.7181,-73.9894,""B02512"""
"7/1/2014 7:34:00,40.7673,-73.9862,""B02512"""
"7/1/2014 7:38:00,40.7853,-73.9538,""B02512"""
"7/1/2014 7:38:00,40.7691,-73.96,""B02512"""
"7/1/2014 7:38:00,40.7367,-73.9789,""B02512"""
"7/1/2014 7:39:00,40.755,-73.9765,""B02512"""
"7/1/2014 7:39:00,40.7782,-73.959,""B02512"""
"7/1/2014 7:40:00,40.7232,-74.0025,""B02512"""
"7/1/2014 7:41:00,40.7347,-74.0005,""B02512"""
"7/1/2014 7:41:00,40.7588,-73.9861,""B02512"""
"7/1/2014 7:42:00,40.7225,-74.0053,""B02512"""
"7/1/2014 7:42:00,40.759,-73.9858,""B02512"""
"7/1/2014 7:42:00,40.7285,-73.9855,""B02512"""
"7/1/2014 7:44:00,40.7462,-73.9835,""B02512"""
"7/1/2014 7:44:00,40.7434,-73.9935,""B02512"""
"7/1/2014 7:45:00,40.7779,-73.9786,""B02512"""
"7/1/2014 7:45:00,40.7378,-74.0082,""B02512"""
"7/1/2014 7:49:00,40.7677,-73.9915,""B02512"""
"7/1/2014 7:49:00,40.7299,-73.9884,""B02512"""
"7/1/2014 7:50:00,40.7715,-73.9472,""B02512"""
"7/1/2014 7:50:00,40.7436,-74.006,""B02512"""
"7/1/2014 7:52:00,40.7673,-73.9536,""B02512"""
"7/1/2014 7:55:00,40.7976,-73.9708,""B02512"""
"7/1/2014 8:00:00,40.7445,-73.9948,""B02512"""
"7/1/2014 8:01:00,40.7844,-73.9486,""B02512"""
"7/1/2014 8:02:00,40.7836,-73.9709,""B02512"""
"7/1/2014 8:03:00,40.7469,-73.9926,""B02512"""
"7/1/2014 8:03:00,40.7254,-74.0054,""B02512"""
"7/1/2014 8:04:00,40.7597,-73.9803,""B02512"""
"7/1/2014 8:05:00,40.724,-73.9878,""B02512"""
"7/1/2014 8:05:00,40.724,-73.9878,""B02512"""
"7/1/2014 8:08:00,40.7243,-73.9854,""B02512"""
"7/1/2014 8:09:00,40.715,-74.0158,""B02512"""
"7/1/2014 8:10:00,40.7825,-73.9729,""B02512"""
"7/1/2014 8:10:00,40.7404,-73.9794,""B02512"""
"7/1/2014 8:11:00,40.7874,-73.9704,""B02512"""
"7/1/2014 8:12:00,40.6603,-73.9603,""B02512"""
"7/1/2014 8:13:00,40.7237,-73.9854,""B02512"""
"7/1/2014 8:16:00,40.7439,-74.0063,""B02512"""
"7/1/2014 8:17:00,40.7334,-74.0047,""B02512"""
"7/1/2014 8:17:00,40.7474,-73.9767,""B02512"""
"7/1/2014 8:17:00,40.7652,-73.9615,""B02512"""
"7/1/2014 8:17:00,40.7219,-74.0118,""B02512"""
"7/1/2014 8:21:00,40.7513,-73.9762,""B02512"""
"7/1/2014 8:23:00,40.7302,-73.9796,""B02512"""
"7/1/2014 8:26:00,40.7411,-73.9935,""B02512"""
"7/1/2014 8:27:00,40.7828,-73.9532,""B02512"""
"7/1/2014 8:27:00,40.7325,-73.9969,""B02512"""
"7/1/2014 8:27:00,40.7557,-73.9736,""B02512"""
"7/1/2014 8:27:00,40.7557,-73.9736,""B02512"""
"7/1/2014 8:30:00,40.7442,-73.989,""B02512"""
"7/1/2014 8:30:00,40.7336,-73.9762,""B02512"""
"7/1/2014 8:31:00,40.7501,-73.9911,""B02512"""
"7/1/2014 8:34:00,40.7439,-73.989,""B02512"""
"7/1/2014 8:36:00,40.7405,-73.9982,""B02512"""
"7/1/2014 8:37:00,40.707,-74.0045,""B02512"""
"7/1/2014 8:37:00,40.7252,-73.9991,""B02512"""
"7/1/2014 8:39:00,40.7313,-74.0101,""B02512"""
"7/1/2014 8:39:00,40.7265,-74.0068,""B02512"""
"7/1/2014 8:40:00,40.7214,-73.9988,""B02512"""
"7/1/2014 8:41:00,40.7715,-73.9886,""B02512"""
"7/1/2014 8:42:00,40.8073,-74.2178,""B02512"""
"7/1/2014 8:47:00,40.7466,-73.9845,""B02512"""
"7/1/2014 8:49:00,40.7593,-73.9749,""B02512"""
"7/1/2014 8:56:00,40.781,-73.9858,""B02512"""
"7/1/2014 8:57:00,40.7681,-73.9915,""B02512"""
"7/1/2014 8:57:00,40.7286,-73.9994,""B02512"""
"7/1/2014 9:01:00,40.7865,-73.9688,""B02512"""
"7/1/2014 9:02:00,40.7209,-73.9566,""B02512"""
"7/1/2014 9:04:00,40.7261,-74.0058,""B02512"""
"7/1/2014 9:05:00,40.7267,-73.9995,""B02512"""
"7/1/2014 9:07:00,40.7313,-73.9824,""B02512"""
"7/1/2014 9:08:00,40.7758,-73.9583,""B02512"""
"7/1/2014 9:08:00,40.714,-74.0145,""B02512"""
"7/1/2014 9:12:00,40.719,-73.989,""B02512"""
"7/1/2014 9:13:00,40.7697,-73.9805,""B02512"""
"7/1/2014 9:14:00,40.7522,-73.9777,""B02512"""
"7/1/2014 9:14:00,40.7655,-73.9612,""B02512"""
"7/1/2014 9:17:00,40.795,-73.9735,""B02512"""
"7/1/2014 9:17:00,40.7344,-73.9977,""B02512"""
"7/1/2014 9:19:00,40.7366,-73.997,""B02512"""
"7/1/2014 9:20:00,40.7582,-73.9871,""B02512"""
"7/1/2014 9:20:00,40.7582,-73.9871,""B02512"""
"7/1/2014 9:22:00,40.7301,-73.9855,""B02512"""
"7/1/2014 9:23:00,40.7599,-73.9746,""B02512"""
"7/1/2014 9:25:00,40.7624,-73.9783,""B02512"""
"7/1/2014 9:27:00,40.7363,-74.0076,""B02512"""
"7/1/2014 9:29:00,40.8057,-73.2931,""B02512"""
"7/1/2014 9:30:00,40.7614,-73.9677,""B02512"""
"7/1/2014 9:33:00,40.7389,-74.0087,""B02512"""
"7/1/2014 9:33:00,40.6912,-74.1779,""B02512"""
"7/1/2014 9:34:00,40.7612,-73.9713,""B02512"""
"7/1/2014 9:35:00,40.7217,-74.006,""B02512"""
"7/1/2014 9:36:00,40.7902,-73.9731,""B02512"""
"7/1/2014 9:36:00,40.7609,-73.98,""B02512"""
"7/1/2014 9:37:00,40.7576,-73.9789,""B02512"""
"7/1/2014 9:38:00,40.771,-73.8661,""B02512"""
"7/1/2014 9:40:00,40.6639,-73.9455,""B02512"""
"7/1/2014 9:44:00,40.744,-73.9839,""B02512"""
"7/1/2014 9:45:00,40.7386,-73.9977,""B02512"""
"7/1/2014 9:46:00,40.7563,-73.9246,""B02512"""
"7/1/2014 9:49:00,40.7465,-74.0082,""B02512"""
"7/1/2014 9:50:00,40.7352,-74.1649,""B02512"""
"7/1/2014 9:52:00,40.7275,-73.9905,""B02512"""
"7/1/2014 9:54:00,40.7141,-74.0094,""B02512"""
"7/1/2014 9:54:00,40.7708,-73.8657,""B02512"""
"7/1/2014 9:55:00,40.7605,-73.9912,""B02512"""
"7/1/2014 9:56:00,40.7509,-73.9934,""B02512"""
"7/1/2014 10:00:00,40.753,-74.004,""B02512"""
"7/1/2014 10:00:00,40.7215,-73.9583,""B02512"""
"7/1/2014 10:01:00,40.6911,-73.9076,""B02512"""
"7/1/2014 10:05:00,40.7698,-73.9817,""B02512"""
"7/1/2014 10:06:00,40.7609,-73.9756,""B02512"""
"7/1/2014 10:12:00,40.7544,-73.9694,""B02512"""
"7/1/2014 10:14:00,40.7752,-73.965,""B02512"""
"7/1/2014 10:15:00,40.7372,-73.9884,""B02512"""
"7/1/2014 10:17:00,40.8021,-73.9694,""B02512"""
"7/1/2014 10:19:00,40.7514,-73.9752,""B02512"""
"7/1/2014 10:20:00,40.7356,-74.0037,""B02512"""
"7/1/2014 10:21:00,40.7263,-73.9993,""B02512"""
"7/1/2014 10:24:00,40.7807,-73.9557,""B02512"""
"7/1/2014 10:24:00,40.7712,-73.9662,""B02512"""
"7/1/2014 10:25:00,40.7537,-73.9787,""B02512"""
"7/1/2014 10:26:00,40.7413,-73.9847,""B02512"""
"7/1/2014 10:27:00,40.7481,-73.9926,""B02512"""
"7/1/2014 10:30:00,40.7629,-73.966,""B02512"""
"7/1/2014 10:33:00,40.7886,-73.9669,""B02512"""
"7/1/2014 10:37:00,40.7177,-73.9965,""B02512"""
"7/1/2014 10:38:00,40.7467,-73.9728,""B02512"""
"7/1/2014 10:39:00,40.6462,-73.7899,""B02512"""
"7/1/2014 10:39:00,40.7226,-73.9977,""B02512"""
"7/1/2014 10:40:00,40.7658,-73.9834,""B02512"""
"7/1/2014 10:43:00,40.744,-73.9879,""B02512"""
"7/1/2014 10:44:00,40.757,-73.974,""B02512"""
"7/1/2014 10:45:00,40.7425,-73.9959,""B02512"""
"7/1/2014 10:45:00,40.7352,-74.0015,""B02512"""
"7/1/2014 10:46:00,40.7655,-73.97,""B02512"""
"7/1/2014 10:48:00,40.7519,-73.9709,""B02512"""
"7/1/2014 10:50:00,40.6468,-73.7905,""B02512"""
"7/1/2014 10:51:00,40.7691,-73.981,""B02512"""
"7/1/2014 10:51:00,40.7191,-74.0052,""B02512"""
"7/1/2014 10:53:00,40.725,-73.996,""B02512"""
"7/1/2014 10:53:00,40.746,-73.9999,""B02512"""
"7/1/2014 10:53:00,40.7343,-73.9949,""B02512"""
"7/1/2014 10:54:00,40.7198,-73.9943,""B02512"""
"7/1/2014 10:54:00,40.6472,-74.0001,""B02512"""
"7/1/2014 10:55:00,40.7437,-73.9926,""B02512"""
"7/1/2014 10:56:00,40.55,-74.4099,""B02512"""
"7/1/2014 10:56:00,40.7547,-73.9837,""B02512"""
"7/1/2014 10:56:00,40.7582,-73.9897,""B02512"""
"7/1/2014 10:58:00,40.7744,-73.9821,""B02512"""
"7/1/2014 11:00:00,40.7571,-73.9744,""B02512"""
"7/1/2014 11:00:00,40.8584,-73.9346,""B02512"""
"7/1/2014 11:03:00,40.7582,-73.9653,""B02512"""
"7/1/2014 11:03:00,40.721,-74.0084,""B02512"""
"7/1/2014 11:04:00,40.7559,-73.9833,""B02512"""
"7/1/2014 11:06:00,40.7512,-73.9754,""B02512"""
"7/1/2014 11:07:00,40.7174,-73.9984,""B02512"""
"7/1/2014 11:11:00,40.7674,-73.9551,""B02512"""
"7/1/2014 11:13:00,40.7781,-73.9748,""B02512"""
"7/1/2014 11:15:00,40.7238,-74.0106,""B02512"""
"7/1/2014 11:16:00,40.7771,-73.9779,""B02512"""
"7/1/2014 11:18:00,40.7507,-73.987,""B02512"""
"7/1/2014 11:19:00,40.7661,-73.9697,""B02512"""
"7/1/2014 11:19:00,40.7627,-73.9967,""B02512"""
"7/1/2014 11:22:00,40.7272,-73.9899,""B02512"""
"7/1/2014 11:24:00,40.7587,-73.979,""B02512"""
"7/1/2014 11:24:00,40.7594,-73.9677,""B02512"""
"7/1/2014 11:28:00,40.7199,-74.0033,""B02512"""
"7/1/2014 11:28:00,40.7192,-73.9483,""B02512"""
"7/1/2014 11:29:00,40.7759,-73.9586,""B02512"""
"7/1/2014 11:29:00,40.773,-73.9644,""B02512"""
"7/1/2014 11:30:00,40.7205,-73.9632,""B02512"""
"7/1/2014 11:31:00,40.7648,-73.9959,""B02512"""
"7/1/2014 11:33:00,40.7376,-74.0058,""B02512"""
"7/1/2014 11:33:00,40.7402,-73.9823,""B02512"""
"7/1/2014 11:33:00,40.7666,-73.9539,""B02512"""
"7/1/2014 11:34:00,40.7593,-73.9648,""B02512"""
"7/1/2014 11:35:00,40.7697,-73.9819,""B02512"""
"7/1/2014 11:36:00,40.7332,-73.9934,""B02512"""
"7/1/2014 11:37:00,40.78,-73.9733,""B02512"""
"7/1/2014 11:38:00,40.7188,-74.0105,""B02512"""
"7/1/2014 11:40:00,40.7263,-74.0002,""B02512"""
"7/1/2014 11:40:00,40.7616,-73.9733,""B02512"""
"7/1/2014 11:43:00,40.7298,-73.9969,""B02512"""
"7/1/2014 11:43:00,40.7615,-73.9661,""B02512"""
"7/1/2014 11:43:00,40.7718,-73.9827,""B02512"""
"7/1/2014 11:45:00,40.9467,-73.9807,""B02512"""
"7/1/2014 11:47:00,40.808,-73.9638,""B02512"""
"7/1/2014 11:48:00,40.748,-73.972,""B02512"""
"7/1/2014 11:49:00,40.7376,-74.0067,""B02512"""
"7/1/2014 11:49:00,40.7565,-73.9898,""B02512"""
"7/1/2014 11:51:00,40.7666,-73.9885,""B02512"""
"7/1/2014 11:56:00,40.7112,-74.0059,""B02512"""
"7/1/2014 11:56:00,40.6808,-73.9633,""B02512"""
"7/1/2014 11:56:00,40.7467,-74.0049,""B02512"""
"7/1/2014 11:57:00,40.7048,-74.1819,""B02512"""
"7/1/2014 11:59:00,40.7748,-73.9605,""B02512"""
"7/1/2014 12:01:00,40.7218,-74.0098,""B02512"""
"7/1/2014 12:04:00,40.7716,-73.9563,""B02512"""
"7/1/2014 12:05:00,40.728,-74.0072,""B02512"""
"7/1/2014 12:05:00,40.7325,-74.0037,""B02512"""
"7/1/2014 12:07:00,40.7355,-73.9882,""B02512"""
"7/1/2014 12:09:00,40.7052,-73.7252,""B02512"""
"7/1/2014 12:09:00,40.9354,-73.8988,""B02512"""
"7/1/2014 12:09:00,40.6447,-73.782,""B02512"""
"7/1/2014 12:09:00,40.7469,-73.9847,""B02512"""
"7/1/2014 12:10:00,40.6672,-73.632,""B02512"""
"7/1/2014 12:10:00,40.7653,-73.9639,""B02512"""
"7/1/2014 12:13:00,40.7577,-73.986,""B02512"""
"7/1/2014 12:14:00,40.7155,-73.9972,""B02512"""
"7/1/2014 12:17:00,40.7672,-73.988,""B02512"""
"7/1/2014 12:17:00,40.767,-73.9876,""B02512"""
"7/1/2014 12:19:00,40.7647,-73.9805,""B02512"""
"7/1/2014 12:19:00,40.7394,-74.0065,""B02512"""
"7/1/2014 12:21:00,40.7578,-73.9618,""B02512"""
"7/1/2014 12:21:00,40.7865,-73.9503,""B02512"""
"7/1/2014 12:24:00,40.7709,-73.8659,""B02512"""
"7/1/2014 12:27:00,40.7681,-73.9833,""B02512"""
"7/1/2014 12:27:00,40.6437,-73.79,""B02512"""
"7/1/2014 12:28:00,40.7696,-73.864,""B02512"""
"7/1/2014 12:29:00,40.7457,-73.9938,""B02512"""
"7/1/2014 12:32:00,40.7247,-73.9576,""B02512"""
"7/1/2014 12:33:00,40.6938,-73.9925,""B02512"""
"7/1/2014 12:34:00,40.6894,-74.1792,""B02512"""
"7/1/2014 12:36:00,40.7632,-73.9739,""B02512"""
"7/1/2014 12:38:00,40.7629,-73.9796,""B02512"""
"7/1/2014 12:38:00,40.7626,-73.9751,""B02512"""
"7/1/2014 12:39:00,40.7562,-73.9789,""B02512"""
"7/1/2014 12:40:00,40.8487,-74.0229,""B02512"""
"7/1/2014 12:41:00,40.7752,-73.9594,""B02512"""
"7/1/2014 12:45:00,40.7642,-73.9767,""B02512"""
"7/1/2014 12:47:00,40.6446,-73.782,""B02512"""
"7/1/2014 12:47:00,40.7201,-74.0086,""B02512"""
"7/1/2014 12:48:00,40.714,-74.0078,""B02512"""
"7/1/2014 12:50:00,40.7639,-73.971,""B02512"""
"7/1/2014 12:51:00,40.7238,-74.0093,""B02512"""
"7/1/2014 12:55:00,40.7502,-73.9947,""B02512"""
"7/1/2014 12:55:00,40.7988,-73.9677,""B02512"""
"7/1/2014 12:56:00,40.7625,-73.9749,""B02512"""
"7/1/2014 12:56:00,40.7357,-74.0034,""B02512"""
"7/1/2014 12:56:00,40.754,-73.9341,""B02512"""
"7/1/2014 12:58:00,40.7252,-74.0035,""B02512"""
"7/1/2014 13:00:00,40.7589,-73.9791,""B02512"""
"7/1/2014 13:00:00,40.7476,-73.9738,""B02512"""
"7/1/2014 13:02:00,40.7062,-73.9288,""B02512"""
"7/1/2014 13:03:00,40.7373,-74.0057,""B02512"""
"7/1/2014 13:04:00,40.7644,-73.9805,""B02512"""
"7/1/2014 13:04:00,40.7177,-74.0012,""B02512"""
"7/1/2014 13:05:00,40.694,-74.1836,""B02512"""
"7/1/2014 13:08:00,40.785,-74.0061,""B02512"""
"7/1/2014 13:09:00,40.7405,-74.0057,""B02512"""
"7/1/2014 13:14:00,40.7755,-73.9842,""B02512"""
"7/1/2014 13:15:00,40.7752,-73.9874,""B02512"""
"7/1/2014 13:16:00,40.7393,-74.0081,""B02512"""
"7/1/2014 13:16:00,40.7243,-73.9999,""B02512"""
"7/1/2014 13:18:00,40.7314,-73.9927,""B02512"""
"7/1/2014 13:19:00,40.7554,-73.9866,""B02512"""
"7/1/2014 13:19:00,40.7607,-73.9757,""B02512"""
"7/1/2014 13:20:00,40.7499,-73.9781,""B02512"""
"7/1/2014 13:21:00,40.7753,-73.9904,""B02512"""
"7/1/2014 13:25:00,40.7166,-73.9973,""B02512"""
"7/1/2014 13:27:00,40.7402,-74.0059,""B02512"""
"7/1/2014 13:28:00,40.7201,-74.0085,""B02512"""
"7/1/2014 13:28:00,40.7317,-74.0011,""B02512"""
"7/1/2014 13:29:00,40.7354,-74.0005,""B02512"""
"7/1/2014 13:30:00,40.7647,-73.9686,""B02512"""
"7/1/2014 13:31:00,40.7716,-73.9608,""B02512"""
"7/1/2014 13:31:00,40.7715,-73.9805,""B02512"""
"7/1/2014 13:32:00,40.7647,-73.9707,""B02512"""
"7/1/2014 13:35:00,40.7372,-73.9928,""B02512"""
"7/1/2014 13:37:00,40.7603,-73.9683,""B02512"""
"7/1/2014 13:37:00,40.7559,-73.9728,""B02512"""
"7/1/2014 13:40:00,40.7134,-74.0111,""B02512"""
"7/1/2014 13:41:00,40.728,-74.0055,""B02512"""
"7/1/2014 13:41:00,40.7041,-74.0089,""B02512"""
"7/1/2014 13:41:00,40.7503,-73.9459,""B02512"""
"7/1/2014 13:42:00,40.7623,-73.9684,""B02512"""
"7/1/2014 13:43:00,40.9133,-73.7795,""B02512"""
"7/1/2014 13:46:00,40.7548,-73.9778,""B02512"""
"7/1/2014 13:46:00,40.6468,-73.7895,""B02512"""
"7/1/2014 13:47:00,40.7348,-73.9909,""B02512"""
"7/1/2014 13:47:00,40.7264,-74.0002,""B02512"""
"7/1/2014 13:47:00,40.9429,-73.7944,""B02512"""
"7/1/2014 13:48:00,40.7279,-74,""B02512"""
"7/1/2014 13:49:00,40.7559,-73.9751,""B02512"""
"7/1/2014 13:50:00,40.7257,-74.0057,""B02512"""
"7/1/2014 13:51:00,40.7406,-73.9897,""B02512"""
"7/1/2014 13:53:00,40.7856,-73.9702,""B02512"""
"7/1/2014 13:53:00,40.7507,-73.9747,""B02512"""
"7/1/2014 13:54:00,40.7608,-73.9993,""B02512"""
"7/1/2014 13:57:00,40.645,-73.7818,""B02512"""
"7/1/2014 13:57:00,40.589,-73.7423,""B02512"""
"7/1/2014 13:57:00,40.7476,-73.9826,""B02512"""
"7/1/2014 13:57:00,40.7618,-73.9943,""B02512"""
"7/1/2014 13:59:00,40.7403,-73.9948,""B02512"""
"7/1/2014 14:01:00,40.7414,-74.0066,""B02512"""
"7/1/2014 14:01:00,40.7713,-73.9593,""B02512"""
"7/1/2014 14:01:00,40.753,-73.9721,""B02512"""
"7/1/2014 14:03:00,40.7683,-73.9825,""B02512"""
"7/1/2014 14:06:00,40.7679,-73.9894,""B02512"""
"7/1/2014 14:06:00,40.7521,-73.9874,""B02512"""
"7/1/2014 14:08:00,40.771,-73.9508,""B02512"""
"7/1/2014 14:09:00,40.6953,-74.1777,""B02512"""
"7/1/2014 14:11:00,40.6911,-74.1779,""B02512"""
"7/1/2014 14:11:00,40.7346,-73.9902,""B02512"""
"7/1/2014 14:14:00,40.7186,-74.0342,""B02512"""
"7/1/2014 14:14:00,40.7186,-74.0342,""B02512"""
"7/1/2014 14:15:00,40.758,-73.9876,""B02512"""
"7/1/2014 14:16:00,40.7531,-73.8727,""B02512"""
"7/1/2014 14:17:00,40.7173,-74.0354,""B02512"""
"7/1/2014 14:20:00,40.7187,-74.0024,""B02512"""
"7/1/2014 14:20:00,40.7257,-74.0076,""B02512"""
"7/1/2014 14:21:00,40.7695,-73.9895,""B02512"""
"7/1/2014 14:23:00,40.7581,-73.9739,""B02512"""
"7/1/2014 14:23:00,40.774,-73.9573,""B02512"""
"7/1/2014 14:23:00,40.8166,-74.4131,""B02512"""
"7/1/2014 14:24:00,40.7444,-74.0066,""B02512"""
"7/1/2014 14:24:00,40.7259,-74.0075,""B02512"""
"7/1/2014 14:25:00,40.7577,-74.0006,""B02512"""
"7/1/2014 14:25:00,40.7642,-73.9809,""B02512"""
"7/1/2014 14:27:00,40.7061,-74.0095,""B02512"""
"7/1/2014 14:28:00,40.764,-73.9766,""B02512"""
"7/1/2014 14:29:00,40.7518,-73.988,""B02512"""
"7/1/2014 14:29:00,40.7557,-73.977,""B02512"""
"7/1/2014 14:30:00,40.7685,-73.8623,""B02512"""
"7/1/2014 14:31:00,40.7373,-74.0084,""B02512"""
"7/1/2014 14:31:00,40.7757,-73.9645,""B02512"""
"7/1/2014 14:32:00,40.7206,-74.01,""B02512"""
"7/1/2014 14:32:00,40.7548,-73.9997,""B02512"""
"7/1/2014 14:32:00,40.7724,-73.9497,""B02512"""
"7/1/2014 14:34:00,40.7542,-73.9762,""B02512"""
"7/1/2014 14:35:00,40.7281,-73.9991,""B02512"""
"7/1/2014 14:35:00,40.7848,-73.9538,""B02512"""
"7/1/2014 14:37:00,40.6449,-73.782,""B02512"""
"7/1/2014 14:37:00,40.7504,-73.977,""B02512"""
"7/1/2014 14:38:00,40.7515,-73.9868,""B02512"""
"7/1/2014 14:38:00,40.7275,-73.9953,""B02512"""
"7/1/2014 14:39:00,40.7383,-74.0032,""B02512"""
"7/1/2014 14:40:00,40.7457,-74.0076,""B02512"""
